X_Value	Position (thou)	Output (V)	Output +90 (V)	Phase	Ref Freq	Comment
	7.400000	0.000285	0.000375	0.000000	20.117000
	7.410100	0.000318	0.000438	0.000000	20.093000
	7.420203	0.000345	0.000523	0.000000	20.135000
	7.430303	0.000399	0.000637	0.000000	20.085000
	7.440403	0.000438	0.000760	0.000000	20.109000
	7.450506	0.000474	0.000901	0.000000	20.086000
	7.460606	0.000523	0.001087	0.000000	20.088000
	7.470707	0.000544	0.001285	0.000000	20.106000
	7.480809	0.000486	0.001492	0.000000	20.106000
	7.490909	0.000526	0.001688	0.000000	20.112000
	7.501010	0.000517	0.001976	0.000000	20.093000
	7.511112	0.000502	0.002312	0.000000	20.072000
	7.521212	0.000441	0.002664	0.000000	20.098000
	7.531313	0.000396	0.003033	0.000000	20.096000
	7.541415	0.000240	0.003453	0.000000	20.091000
	7.551515	5.405405E-5	0.003943	0.000000	20.109000
	7.561616	-0.000117	0.004511	0.000000	20.109000
	7.571718	-0.000438	0.005105	0.000000	20.091000
	7.581818	-0.000712	0.005685	0.000000	20.075000
	7.591920	-0.001231	0.006255	0.000000	20.117000
	7.602021	-0.001679	0.007039	0.000000	20.091000
	7.612121	-0.002318	0.007901	0.000000	20.096000
	7.622223	-0.003063	0.008829	0.000000	20.080000
	7.632323	-0.004000	0.009742	0.000000	20.112000
	7.642424	-0.005081	0.010778	0.000000	20.096000
	7.652526	-0.006306	0.011757	0.000000	20.091000
	7.662626	-0.007607	0.012817	0.000000	20.080000
	7.672727	-0.009369	0.013895	0.000000	20.088000
	7.682828	-0.011219	0.015135	0.000000	20.114000
	7.692929	-0.012979	0.015946	0.000000	20.145000
	7.703030	-0.014961	0.016871	0.000000	20.075000
	7.713131	-0.016844	0.017565	0.000000	20.086000
	7.723232	-0.019165	0.018357	0.000000	20.085000
	7.733333	-0.021808	0.019601	0.000000	20.151000
	7.743434	-0.024072	0.020249	0.000000	20.086000
	7.753535	-0.025763	0.020571	0.000000	20.086000
	7.763637	-0.027330	0.020712	0.000000	20.086000
	7.773737	-0.028042	0.021141	0.000000	20.091000
	7.783838	-0.028988	0.021411	0.000000	20.117000
	7.793940	-0.029123	0.021706	0.000000	20.109000
	7.804040	-0.028682	0.021474	0.000000	20.102000
	7.814141	-0.028060	0.021165	0.000000	20.065000
	7.824243	-0.026844	0.020940	0.000000	20.086000
	7.834343	-0.025282	0.020447	0.000000	20.107000
	7.844445	-0.023204	0.019610	0.000000	20.106000
	7.854547	-0.020228	0.018649	0.000000	20.075000
	7.864646	-0.018012	0.017754	0.000000	20.075000
	7.874748	-0.015682	0.016955	0.000000	20.093000
	7.884849	-0.013583	0.016300	0.000000	20.112000
	7.894949	-0.011450	0.015234	0.000000	20.106000
	7.905051	-0.009204	0.014231	0.000000	20.112000
	7.915152	-0.007453	0.013123	0.000000	20.096000
	7.925252	-0.005877	0.012093	0.000000	20.101000
	7.935354	-0.004505	0.010922	0.000000	20.098000
	7.945454	-0.003357	0.009898	0.000000	20.112000
	7.955555	-0.002396	0.008910	0.000000	20.075000
	7.965657	-0.001547	0.007991	0.000000	20.109000
	7.975757	-0.001090	0.007162	0.000000	20.133000
	7.985858	-0.000523	0.006324	0.000000	20.107000
	7.995960	-0.000102	0.005580	0.000000	20.112000
	8.006060	0.000255	0.004910	0.000000	20.077000
	8.016162	0.000502	0.004267	0.000000	20.070000
	8.026263	0.000694	0.003703	0.000000	20.075000
	8.036364	0.000826	0.003195	0.000000	20.080000
	8.046466	0.000817	0.002739	0.000000	20.106000
	8.056566	0.000880	0.002336	0.000000	20.122000
	8.066667	0.000874	0.002015	0.000000	20.114000
	8.076769	0.000874	0.001736	0.000000	20.072000
	8.086868	0.000841	0.001477	0.000000	20.117000
	8.096970	0.000802	0.001216	0.000000	20.098000
	8.107071	0.000784	0.001033	0.000000	20.112000
	8.117171	0.000535	0.000859	0.000000	20.098000
	8.127273	0.000553	0.000802	0.000000	20.077000
	8.137374	0.000652	0.000760	0.000000	20.101000
	8.147474	0.000261	0.000399	0.000000	20.102000
	8.157576	0.000514	0.000372	0.000000	20.086000
	8.167677	0.000366	0.000279	0.000000	20.085000
	8.177778	0.000393	0.000357	0.000000	20.117000
	8.187879	0.000495	-0.003285	0.000000	20.122000
	8.197980	0.000270	0.000141	0.000000	20.128000
	8.208081	0.000126	2.402402E-5	0.000000	20.086000
	8.218182	0.000210	0.000114	0.000000	20.123000
	8.228283	9.909910E-5	0.000126	0.000000	20.119000
	8.238384	0.000183	0.000147	0.000000	20.093000
	8.248485	9.909910E-5	5.705706E-5	0.000000	20.064000
	8.258586	4.204204E-5	0.000126	0.000000	20.088000
	8.268687	-0.000141	-1.201201E-5	0.000000	20.107000
	8.278788	0.000117	-0.000267	0.000000	20.088000
	8.288889	-0.000940	-2.702703E-5	0.000000	20.098000
	8.298990	-9.309309E-5	-1.201201E-5	0.000000	20.112000
	8.309091	-5.105105E-5	0.000000	0.000000	20.130000
	8.319192	-5.705706E-5	-1.801802E-5	0.000000	20.070000
	8.329293	-5.705706E-5	-1.501502E-5	0.000000	20.102000
	8.339394	-8.408408E-5	3.003003E-5	0.000000	20.088000
	8.349495	-4.804805E-5	2.702703E-5	0.000000	20.106000
	8.359596	-3.303303E-5	2.102102E-5	0.000000	20.107000
	8.369697	-5.405405E-5	5.705706E-5	0.000000	20.088000
	8.379798	-3.603604E-5	6.006006E-5	0.000000	20.062000
	8.389899	-4.504505E-5	3.903904E-5	0.000000	20.080000
	8.400000	-3.603604E-5	-6.006006E-6	0.000000	20.114000
